text,class
"His accent is incomprehensible! No need to ""judge"" him for it, or ""laugh"" at his accent. However, if he makes such an effort to create this long course, he should have made an effort to learn how to speak first, in a way that is intelligible. Otherwise, all this effort is largely wasted.",negative
"@victorsago  You come from a country where English is the native language, so it's naturally easier for you to speak it fluently. He's Indian, and English might even be his third language. Despite that, he has given his best effort to connect with people.",positive
I wonder why they should laugh. All humans have accents due to our native tongues. Anyone who laughs is indeed a child,positive
Nobody is laughing at him,neutral
@sproutssurface8855  I think they deleted those comments,neutral
"​ @javierleyba  You're getting this for free. I'm not a native speaker but I understand everything. Maybe it's problem in you, too spoiled for this world. And you definitely need to level up your English if you don't understand him.",negative
What should you know before starting this??,neutral
"Keep updating, I'm seeing your progress 👁️",positive
How're you finding it?,neutral
 @cnnrsmth  Very beneficial so far,positive
Dont stop broooo,positive
Given up?,neutral
I did but I'm coming back!,positive
​ @daipayanhati2347  Thank you!,positive
Commmeee onnnn man! do ittttt!,positive
I have just finished the course and they gave me a certificate at Euron. I initially didn't think I could finish a course that long,positive
I love this comment chain... kudos to the people being supportive!!,positive
What are the pre requisites for this?,neutral
Where are you,neutral
what are the prerequisties to start.,neutral
bhai ka comeback hi nahi hua,neutral
"I see you have completed a part of this course, would you kindly tell me does this course use Pytorch or Tensorflow??",neutral
check the full course content at 2:20,neutral
how many project in this particular video?,neutral
Day 10?,neutral
Which Programming language used in this course?,neutral
​ @basawarajshivashetty anything that AI can write,neutral
"Make a separate playlist for this channel, playlist containing less videos might help.
Just a Diwali tip.",neutral
Happy deepawali ❤,positive
That's soo true 😢,negative
😂😂😊😂😊,positive
happy diwali 🎇❤,positive
"You can do it! Just starting today, 30 mins at a time, you can finish by year end!",positive
Happy holi,positive
lol,positive
I saw this and you're right lol,positive
"because of dense accent, or dense content?",neutral
 @mimosveta  both,negative
" @mimosveta Not accent or content, it’s absolutely candy rush caffeine buzz talking fast. I typically will sped up some courses, this one I don’t have to.",negative
Saw this and set mine to 0.85. Couldn't keep up with how fast he was speaking.,negative
"Didnt know u guys find indian accent hard to digest, i can easily get him at 2x since this is the common accent i hear here in india",neutral
dude I'm doin this on 2x what are u talkin about,neutral
 @TommyAlanRaines  real,positive
May God save you from hellfire,positive
Please share your notes taking app ??,neutral
Was this generated timelines??,neutral
please add more in your replies please!!,neutral
Hope you win the lottery,positive
Using Ai 😂,positive
nice try chatgpt,positive
God bless you,positive
I know c++ and flutter.... but I want to learn Ai gen .... can I learn from this video..without any prior knowledge of AI or ml...within 2 weeks... please answer.,neutral
It's true in srilanka also can't drive without horn 📯 same as indian 😅,neutral
මෙලොව සියලුම පිළිකා රෝගීන් වේදනාවකින් තොරව සුවපත් වේවා❤,positive
සියලු පිළිකා රෝගීන් සුවපත් වේවා ❤🙏,positive
සියලුම හ්‍රර්ද රෝගින්ට ඉක්මන් සුවය ලැබේවා ❤,positive
කනේ පාර නැත්තම් ඉතිම් මොකක්දෝ වගේ සිරිල් අයියාගේ වීඩියෝ එකට 😂❤,positive
"විනී,සානක බ්‍රෝ,ජනයි ප්‍රියයි, සිරිල් අයියා  ඔක්කොම එක ළග vedios දාලනෙ😂😂❤",positive
සුපිරි පනිවිඩයක් ....respect siril❤❤❤❤🙏🙏🙏🙏,positive
තාත්තගේ පුතා විදිහට පාලිත හිටිය නම් සුපිරි. 💯,positive
සියලු පිළිකා රෝගීන් සුවපත් වේවා,positive
"සිරිල් අයියා ,විනී ,ලෝචි ,ශානකයි broi රැට්ටයි , ජනයි ප්‍රියයිලා ඔක්කොම එකම දවසෙ වීඩියෝ දාලා දවස් දෙක තුනක් බත් කද්දි බලන්න වීඩියෝ තියනවා😂 
(පුලුවන් අය මටත් සප් එකක් දෙන්නො ලගදි පටම් ගත්තෙ 😁❤️)",positive
අයියාහ් අයියාහ්.. සිරිල් අයියා.!! ❤️,positive
සිරිල්නම් ආතල් තමා ජය වෙවා,positive
අදත් සුපිරියක් සිරිල් අයියා 😂😂😂2000 න් පස්සෙ උන් ඔහොම්ම තමා,positive
අඩෝ සුපිරියක් 😘😘,positive
කනේ පාර ගහනකල් ගොඩක් වෙලා බලන් හිටියා 😂❤,positive
නියමයි නියමයි සිරිල් අයියා 👍👍👍👍,positive
ලංකාවෙ හෝර්න් ගහන්නැතුව එළවන්න බෑ කියන එක මිත්‍යාවක්..මම දැන් මාසෙක ඉඳන් හෝර්න් නොගහා එළවලා තියනවා..Thank you horn විතරයි මම මේ ටිකේම ගහලා තියෙන්නෙ...,neutral
සිරිල් අයිය වැඩක් කලොත් ඉතින් පට්ට තමයි 😂😂😂❤❤❤❤,positive
සුපිරි වීඩියෝ එක නියමයි හොදෙ සමාජෙට හොද ආදර්ශයක් වගේම පට්ටම ආතල් ඉතින් ❤❤❤❤,positive
නියමයි නියමයි සිරිල් අයියා😂😂😂,positive
Like සඳහා නේද සියලු රෝගින් සුවපත් වේවා කියන්නේ😞,negative
පිස්සුද බං,negative
ඇත්තටම ගහනවා වගේ අපිටත් රිදෙනව.😅,positive
Niyamayii sirill ayiyee 🤭,positive
අනේ හුකාපන්,negative
Ai lochith dmm ❤,neutral
ඒගොල්ලෝ යාලුවො මල්ලි😂😂😂,neutral
Thank you❤️,positive
සිරා 😂 ඒ දවස්වල සිරිල් අයිය පාලිතට ගහන කනේ පාරයි පාලිත්ගෙ අක්ෂන් එකටයි පට්ටෙටම හිනා යනවා,positive
Sirawata❤️,positive
මොංගල්ද බං,negative
​ @MotoPutha  Free fire ගහන එකෙක්ගෙන් මීට වඩා දෙයක් බලාපොරොත්තු වෙන්න බැ😂,negative
"man wagema kenek ,danuth kana gaman balanne😂",positive
මාත්,neutral
සිරා කතාව.....,positive
Math😂😂,positive
Math bath kaddi thamai balanne 😂,positive
මන් වගේ ඩයල් එකක් 😹,positive
අඩො මාත් බත් කද්දි බලන්නෙ මෙ වීඩියො තමි,positive
Kn gmn bln mma😂,positive
❤ ආදරෙයි,positive
😂😂❤,positive
Mekath maru https://m.youtube.com/watch?v=apW1vDH4iS8&pp=ygUJUmFpZ2FtYXlv,neutral
ආදරෙයි❤️,positive
"සුපිරියක් තමා වෙනදා වගේම ......😂❤️
...........ආතල් ආතල්..........😂❤️............
........ 1:57 ........... 2:03 ............ 2:07 .........",positive
මන් ලංකාවේ ආසාම ජොක් සෙට් එක 😁😁,positive
siril aiya ❤,positive
ලංකාවේ ජාතික භාෂාව බහුතරයක් රියදුරන්ගේ.... සුපිරි වැඩක්....නියමයි සිරිල්,positive
80.කොමෙන්ට් එක. මේක නම් සුපිරි. හොඳටම දීලා තියෙනවා😂❤,positive
Wadak na ko ape marana set eka,neutral
සුපිරි ❤❤😊😊,positive
සිරිල් අයියා නම් මරු.අනිත් නලුවා වෙනුවට පාලිත හිටියනම් සුපිරි..මූ සෙට් මදි,positive
ෆර්ස්ට් කමන්ට් එක 😌👍,positive
සිරිල් අයියගෙ video වෙනම ආතල් එකක් ❤😂,positive
"මොකක්ද සිරිලො ලස්සනට ලියපංකො ඉස්සරවගේ, කොමන් ස්ටෝරි කොච්චර ලස්සනට ලියල ඇක්ට් කලාද උබල,කෝ බං ඒ තිරරචක වයිබ් එක.😢",negative
Siril  අයියා   maruma  thama😂😂😂,positive
Lassanai aaaaa🎉🎉,positive
නියමයි ❤ 👍,positive
Ela ela ❤❤❤❤🎉,positive
Mama thami palaweniyata beluwe❤❤,positive
Siril ayiyanam  sipuriyak adareyi palenna set ekatama ❤❤❤❤❤,positive
Supiri supiri...ptta athal,positive
First 👍,positive
😍siril ayya,positive
මල්ලෝ❤️,positive
🙂,neutral
❤😂,positive
​ @SirilAyya අපි හැමදාම බලනවෝ😊😊❤❤,positive
​ @winnervoicestudio-bma ආදරෙයි❤️,positive
​ @SirilAyya ❤❤,positive
ඔයාගෙන් comment එකක් එනවා කියන්නෙත් මට පට්ට සතුටක්..❤❤❤​ @SirilAyya ,positive
කියලා වැඩක් නෑ ඒ ගැන,negative
Meka nam aul,negative
ඔව් script  එක මදි,negative
සිරාම බන් 😓,negative
