text,label
මගේ දරුවොනම් නෑ ඒත් සර් කරපු දේ හරියටම හරි face_with_open_mouth දරුවන්ට උගන්නන්න දෙමවුපියන් කොච්චර මහන්සි වෙනවද දුක් විදිනවද,2
මාත්,1
kawada bn,1
christmas gift wrapped_gift red_heart thank you sir,2
නියමයිනේ sir folded_hands folded_hands folded_hands තෙරුවන් සරණයි heart_suit heart_suit heart_suit heart_suit,2
කොටා වගේ හොද තැනකට එන්න ඕනේ red_heart red_heart red_heart මතක් කරලා chamidu එකේ video දාපිය busts_in_silhouette,2
forex quotex stock binary මේවගේන් review එකක් ඊලග පාර්ට් එකෙන් ඕනේ අද තමයි සෙට් උනේ නියමයි වැඩේ thumbs_up thumbs_up,1
supiri chamiyo sparkles,2
great,2
bosa innw thama smiling_face_with_tear,1
akka goda kalekin red_heart smiling_face_with_smiling_eyes,2
me film eka hoyala denna puluwanda soorarai pottru sinhala sub ekka,1
සුපිරි සුපිරි party_popper red_heart,2
eleven movie eoa dennako pleading_face sparkles,1
හිගන පැටියා කිව්වේ කාටද,1
sirawatama ow unamused_face,0
supiri hode elh red_heart,2
thank you ashish i am in cybersecurity but i find this very helpful in having a deeper understanding of system designs,2
incredible summary of systems design wow watching this hours before my technical interview as a refresher so helpful thank you brother clapping_hands,2
හරකෝ cd එක බලලා තියෙන්නේ ඩොක්ටර් කෙනෙක් ඔය cd තියෙන්නේ ඩොක්ටර්ලට බලන්ට තමයි අනික උඹ දැක්කේ නැද්ද රෝහලින් කියලා තියෙනවා උන්ගේ මැෂින් එක කැඩිලා කියලා,0
supiriyak boz red_heart,2
in just minutes you explained the entire system design concepts in such an easy way and the way you switch from one concept to another is amazing your teaching style is incredibly effective and engaging hats off to you thank you so much,2
vena kavuru hari danna kalin danna epa bm kain vedio eketh reach naththe eekama thama inside cinemns eke ayyya dammne mekatha dam maar tjaragayak face_with_tears_of_joy red_heart red_heart,1
supiri aiya red_heart,2
international clients ලගෙන් payments ගන්නේ කොහොමද අයියෙ linkedin වලින්,1
i see you have completed a part of this course would you kindly tell me does this course use pytorch or tensorflow,1
super face_with_tears_of_joy red_heart face_with_tears_of_joy,2
සිරිමත් හොද වැඩ කරන්න ගිහින් අදත් ආනාගත්තා face_with_tears_of_joy,2
tv eka wahala nidaganin harakta balanna newei me katha hadanna,0
අම්මා තමයි මරු හොදේ smiling_face_with_hearts smiling_face_with_hearts red_heart red_heart red_heart red_heart,2
ටැමිල් ෆිල්ම් ටිකක් දෙන්නකොbv crying_face,1
red_heart red_heart,2
stage kefe kottu one brooo red_heart red_heart red_heart red_heart,1
nice try chatgpt,2
eyes,1
siril ayiyanam sipuriyak adareyi palenna set ekatama red_heart red_heart red_heart red_heart red_heart,2
ee kota video eke mul winadi kanam patta athal aaa parana video wala vibe eka enawa face_with_tears_of_joy annehema mona hari kiyaanko red_heart face_with_tears_of_joy,2
i agree with you infact was just wandering over youtube to have a kickstart in this domain so randomly this video came on my feed and just got clarified about system design,2
ඉතිං අපිටපාන්ද,0
දුප්පත් අසරණ අයට එක විදියක් පෝසත් අයට තව විදියක් pleading_face broken_heart,0
supiri red_heart,2
lllłl smiling_face_with_smiling_eyes,1
me too,1
party_popper party_popper party_popper පට්ට ලස්සනයි red_heart red_heart red_heart,2
woah just came back to web development after a long hiatus and this came at the perfect time thank you brother you are a hero bless you from ph philippines,2
niyamayii sirill ayiyee face_with_hand_over_mouth,2
ඉතිං ජොබ් එකනේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0
ammapa oii e akkata hitha yanawa,2
already know im watching a promotion ad but yet nothing has stopped me from watching your videos,2
maruu red_heart,2
නිලධාරීන්ගේ නිල ඇදුම ගලවපු දිනක ඔබත් සාමාන්ය මිනිසෙකු වන බවත් මනුස්සකම සියලු දෙනා තුල තිබිය යුතුයි නිල බලය මහජනතාවගේ සුභ සිද්ධිය වෙනුවෙන් පමණක් යොදවන්න,0
මේකේ තියෙන සමහර දේවල් හරිම පිළිකුල්,0
mama,1
පාතාලේ මොකා මරාගත්තත් චමාගේ කොත්තුවට මරාගන්න පුලුවන් පතාලේ එකෙක් නැ මොකද කොත්තු බාස් බයයි මු එද්දි downcast_face_with_sweat,2
ලස්සන හදලා තියෙනවා ඒක පාරක් නෙවෙයි සිය පාරක් අැහුවත් ඒපා වෙන්නෙ නියමය්,2
cupirii red_heart,2
aththatama echchara wiyadamak na sports karana ayata tharam samanya lamayekta red_heart red_heart thumbs_up,1
politics gena katha nokara content ekak danna bari weida,1
peak creativity speaking_head,2
matanam thiwankaya peenna baa face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth,0
gehan aiyage cut eka nam me sare perfect machan,2
mama hithuwe meka comedy ekak kiyala eth anthimata aduna,2
magic වගේ තිබුන දෙයක් සර් ලස්සනට පැහැදිලි කලා,2
thanks for your honest ideas,2
ඇත්තටම අවංකවම ආදරේ කරන මිනිස්සුන්ට එහෙම කරන එක මහ සවුත්තු වැඩක්අවුරුදු ගානක් ආදරේ කරලා බැරි කාලේ ලගින් ඉදලා හරි ගියාම අත අරින උන් නම් මහ ශාපයක් pleading_face pleading_face,0
සම කල නොහැකි ආදේශක නොමැති red_heart vini red_heart,2
trending for a reason patta content eka,2
aameen,2
ekanm niyamai,2
rohana priyamantha piris kiyanne,1
video eka hodai eth background music eka wadi hinda kiyana de ahenne na,0
චැනල් එකත් සබ්ස්ක්රයිබ් කරන් යන්කෝ,1
සුපිරි red_heart red_heart red_heart red_heart,2
bro inside cinema eka oyge newedaeke wenas adeeset wenne na crying_face,0
mekath maru,1
party_popper,2
comment red_heart,1
aka aththa red_heart red_heart red_heart,2
meyalata social responsibility ekak kiyala deyak na,0
මේකේ තියෙන සමහර දේවල් හරිම අසාමාන්යයි,0
math red_heart,2
ස්තුති red_heart,2
එ්කනෙ හොස්පිට්ල් එකට චෝදනාව එනකොට මහජනතාවගෙ ප්රශ්න වෙනුවෙන් ඉදිරිපත් වෙලා එ්ක ගැන හොයල බලනව නෙවෙයි ප්රශ්නෙ තියන මනුස්සයට එ්ගැන කතා කරන්නවත් දෙන්නැතුව පාට් දානව,0
mm red_heart,1
ela bro keep going dont listen to negative comments,2
අනිවාර්යයෙන්ම,2
video eka maru eth sound quality nam echchara madi poddak balanna,0
ඔබතුමා මුතුම ත්මා red_heart red_heart,2
බහුතරයකගෙ කොන්ද පන නැති උනාම මේව වෙනව bro බලන්න comment ගොඩක් තියෙන්නෙ අම්මල තාත්තල පවා මේ වැඩේට හොද කියනවා ඒ අතරෙ මේ වගෙ ගොබ්බ වැඩ කෙලින්ම ප්රතික්ෂේප කරන උබල වගේ උන් දැක්කම හදවතින්ම සතුටක් දැනෙනවා hundred_points red_heart,2
mewa balala gammen kollo oarawal wala gahagai,0
oyala vidio nam maru ane kochvhra baluvath apa vanne ne face_with_tears_of_joy red_heart,2
face_with_tears_of_joy crying_face,1
ඉතාම හොද දෙයක් සර් ලංකවේ ගොඩක් අය හිතාන ඉන්නේ කොටස් වෙළදපල කියන්නේ හැමදාම උඩ යන එකක් ට්රේඩින් කරනවානම් එකට අවශ්ය ස්ටොප් ලොස් ඕඩර් තමන්ට ගන්න පුළුවන් පාඩුව ගැන හිතන්නේ නෑ,1
creativity at its peak fire,2
ලොකු අපරාදයක් තමයි යකෝදෙයක් තේරුම් නොගැනෙරෝගින් දහස්ගණන් සුවකරපුදෛවය වරයටබොරැචෝදනාකිරිම ඔයc d හැම ලැප්ටොප් එකකින්මබලන්න බැබලන්න එපා කියනිනෙහිරෙන නිසා,0
